rowid,publication_year,author_keywords
25317,2021,methods: data analysis
25317,2021,methods: numerical
25317,2021,methods: statistical
25317,2021,protoplanetary discs
25318,2021,amyloid
25318,2021,support vector machines
25318,2021,site-specific amyloidogenecity
25318,2021,Budapest Amyloid Predictor
25319,2021,Artificial nest
25319,2021,Avian diversity
25319,2021,Food supply
25319,2021,Insect prey
25319,2021,Nest predation
25320,2021,AMS dating
25320,2021,Bayesian modeling
25320,2021,Copper Age
25321,2021,armouring
25321,2021,bedload entrainment
25321,2021,bedload texture
25321,2021,Drava River
25321,2021,hydromorphology
25321,2021,regulated river
25322,2021,acute stroke
25322,2021,ischemic stroke
25322,2021,large vessel occlusion
25322,2021,stroke scale
25323,2021,Neuromyelitis optica
25323,2021,NMOSD
25323,2021,Population-based
25323,2021,AQP4-antibody
25323,2021,Incidence
25323,2021,Prevalence
25324,2021,composites
25324,2021,fibers
25324,2021,mechanical properties
25324,2021,viscoelastic properties
25324,2021,wastes
25325,2021,Psoriasis
25325,2021,Dermatology Life Quality Index
25325,2021,Psychometrics
25325,2021,Rasch model
25325,2021,&#8216
25325,2021,not relevant&#8217
25325,2021,response
25325,2021,DLQI-R
25326,2021,TBSRTC
25326,2021,FNA
25326,2021,thyroid
25326,2021,risk of malignancy
25326,2021,resection rate
25326,2021,pediatric
25327,2021,Circumstellar disks
25327,2021,Debris disks
25327,2021,Exozodiacal dust
25327,2021,Extrasolar rocky planets
25327,2021,Infrared excess
25327,2021,Time domain astronomy
25328,2022,Artificial intelligence
25328,2022,intraocular lens
25328,2022,Hill-RBF 2
25328,2022,0
25328,2022,Kane method
25328,2022,Pearl-DGS method
25329,2021,two-photon transition
25329,2021,strong-field ionization
25329,2021,dynamic interference
25329,2021,Stark shift
25330,2021,Lattice point counting polynomials
25330,2021,polynomial values
25331,2021,methods: data analysis
25331,2021,stars: neutron
25331,2021,pulsars: general
25332,2021,Epworth Sleepiness Scale
25332,2021,sleepiness
25332,2021,test-retest reliability
25333,2021,Procollagen type I N-propeptide
25333,2021,PINP
25333,2021,C-terminal telopeptide of type I collagen
25333,2021,beta-CTX
25333,2021,Bone turnover markers
25333,2021,Bone formation
25333,2021,Bone resorption
25333,2021,Standardization
25333,2021,Harmonization
25334,2021,Iodoalkene
25334,2021,Carboxamide
25334,2021,Pregnane
25334,2021,Palladium
25334,2021,Aminocarbonylation
25335,2021,Millisecond pulsars
25335,2021,Pulsar timing method
25335,2021,Rotation powered pulsars
25335,2021,Binary pulsars
25335,2021,Radio pulsars
25335,2021,Pulsars
25335,2021,Gravitational waves
25335,2021,Astronomy data analysis
25335,2021,Interstellar medium
25336,2021,Programming profession
25336,2021,Education
25336,2021,Problem-solving
25336,2021,Informatics
25336,2021,Mathematics
25336,2021,Licenses
25336,2021,Task analysis
25336,2021,Algorithm-driven spreadsheeting
25336,2021,long lasting knowledge
25336,2021,schema construction
25336,2021,cognitive load
25336,2021,end-user computing
25336,2021,computational thinking
25337,2021,refugee
25337,2021,integration
25337,2021,acculturation
25337,2021,exclusion
25337,2021,inclusion
25337,2021,assimilation
25337,2021,disintegration
25338,2021,tomato
25338,2021,Eristalis tenax (L
25338,2021,)
25338,2021,feeding of larvae
25338,2021,adult feeding
25338,2021,Markov model
25338,2021,population dynamics
25338,2021,pollen
25338,2021,nectar
25338,2021,supplementary food
25338,2021,optimal control
25339,2021,Shift work
25339,2021,work schedules
25339,2021,sleep disorders
25339,2021,the sense of coherence
25340,2021,Export Diversification
25340,2021,FDI
25340,2021,ARDL
25340,2021,China
25341,2021,civil society
25341,2021,government relations
25341,2021,COVID-19
25341,2021,exceptional legal order
25341,2021,resilience and flexibility of civil organizations
25342,2021,Computational cluster
25342,2021,performance evaluation
25342,2021,buffering scheme
25342,2021,finite-source queueing systems
25343,2021,carbon amendment
25343,2021,grassland restoration
25343,2021,invasive species
25343,2021,landscape characteristics
25343,2021,long-term monitoring
25343,2021,mowing
25343,2021,nitrogen immobilisation
25343,2021,old-field restoration
25343,2021,sand grassland
25343,2021,seeding
25344,2021,XIAP
25344,2021,inclusion body
25344,2021,solubilization
25344,2021,refolding
25344,2021,detergents
25344,2021,affinity chromatography
25345,2021,energy optimum
25345,2021,heat pump
25345,2021,numerical procedure
25345,2021,well pump
25345,2021,compressor
25345,2021,COP of heating system
25346,2021,remote sensing
25346,2021,radar
25346,2021,natural disturbance
25346,2021,ice break
25346,2021,Sentinel-1
25346,2021,salvage logging
25347,2020,SARS-CoV-2
25347,2020,Protease
25347,2020,HIV protease inhibitors
25347,2020,In vitro assay
25347,2020,Inhibition profiling
25348,2020,mating order
25348,2020,passive sperm loss
25348,2020,remating rates
25348,2020,reproductive senescence
25348,2020,post-copulatory sexual selection
25348,2020,paternity share
25349,2020,hematological-oncological disorders in children
25349,2020,somatostatin receptors
25349,2020,somatostatin analogs
25350,2020,moment arm
25350,2020,running economy
25350,2020,EMG
25350,2020,MRI
25351,2020,feedback queue
25351,2020,heterogeneous servers
25351,2020,three-dimensional Markov chain
25351,2020,space merging algorithms
25352,2020,epidemiology
25352,2020,eating disorders
25352,2020,anorexia nervosa
25352,2020,bulimia nervosa
25352,2020,time changes
25352,2020,medical students
25353,2021,PDAC
25353,2021,Collagen
25353,2021,Extracellular matrix
25353,2021,Organoid
25353,2021,Exosome
25353,2021,miR-21
25353,2021,miR-195
25354,2020,penetrating keratoplasty
25354,2020,indications
25354,2020,histology
25355,2020,Metric Abelian group
25355,2020,convexity
25355,2020,cancellation theorem
25356,2020,Questionnaire survey
25356,2020,Postoperative PNES
25356,2020,Epilepsy surgery
25356,2020,Epilepsy monitoring units
25357,2020,muscle-invasive bladder cancer
25357,2020,SDC1
25357,2020,chemotherapy
25357,2020,cisplatin
25357,2020,metastasis
25357,2020,Matrix Metalloproteinase-7 (MMP-7)
25358,2021,Hippo pathway
25358,2021,Pancreatic cancer
25358,2021,Metastasis
25358,2021,PDAC
25358,2021,Prognosis
25359,2020,cardiovascular autonomic neuropathy
25359,2020,handgrip test
25359,2020,hypertension
25360,2020,equine
25360,2020,cerebrospinal fluid
25360,2020,West Nile virus
25360,2020,encephalomyelitis
25361,2020,Fear of childbirth
25361,2020,Pre-birth training
25361,2020,Midwife-led
25361,2020,Kenya
25362,2020,neber rearrangement
25362,2020,3-aminoflavanones
25362,2020,antiproliferative activity
25362,2020,TDDFT-ECD calculations
25362,2020,HPLC-ECD
25362,2020,3-(N-chloroacetylamino)-flavan-4-ol
25362,2020,thiazole-condensed 2H-chromene
25362,2020,pyrrole-condensed 2H-chromene
25362,2020,lamellarin analogues
25363,2020,Hungarian cinema
25363,2020,conflict types
25363,2020,statistical analysis
25363,2020,genre films and auteur films
25363,2020,periodization
25364,2020,Coaxial electrospinning
25364,2020,Core-shell electrospun fibres
25364,2020,Drug delivery
25364,2020,Transmission electron microscopy
25364,2020,Raman spectroscopy
25365,2021,visual political communication
25365,2021,images
25365,2021,social media
25365,2021,user engagement
25365,2021,personalization
25365,2021,Instagram
25365,2021,Facebook
25366,2020,Implantable cardioverter-defibrillator
25366,2020,Risk factors
25366,2020,Mortality
25366,2020,Sudden cardiac death
25367,2020,Steiner triple systems
25367,2020,steiner loops of affine type
25367,2020,multiplication groups of loops
25367,2020,finite geometries
25367,2020,commutative Moufang loop
25368,2020,Caucasus
25368,2020,Middle-East
25368,2020,re-description
25368,2020,taxonomy
25368,2020,velvet spiders
25369,2020,copolymerization
25369,2020,omega-pentadecalactone
25369,2020,poly(omega-pentadecalactone)
25369,2020,polyurethane copolymers
25369,2020,shape memory
25370,2020,Postural instability
25370,2020,Stroke
25370,2020,Static and dynamic posturography
25370,2020,Balance
25371,2020,hapten
25371,2020,vaccine
25371,2020,immunotherapy
25371,2020,N-demethylation
25371,2020,nor-compounds
25371,2020,morphine skeleton
25371,2020,acid-base properties
25371,2020,protonation state
25371,2020,microspeciation
25372,2020,age-adjusted death rate
25372,2020,cancer
25372,2020,wines of Balaton
25372,2020,wines of Tokaj
25373,2020,replication
25373,2020,Many Labs 5
25373,2020,ultimatum
25373,2020,open data
25373,2020,open materials
25373,2020,preregistered
25374,2020,traumatic axonal injury
25374,2020,forensic pathology
25374,2020,inflicted trauma
25375,2020,Antioxidants
25375,2020,Reactive oxygen species
25375,2020,Reactive nitrogen species
25375,2020,Salicylates
25376,2020,Insulin
25376,2020,Deamidation
25376,2020,Isoforms
25376,2020,Capillary electrophoresis
25376,2020,Mass spectrometry
25377,2020,Coupled Cluster Doubles
25377,2020,Ring approximation
25377,2020,Dispersion interaction
25377,2020,Generalized valence bond
25377,2020,Cumulants
25378,2020,Particle induced X-ray emission (PIXE)
25378,2020,Tram
25378,2020,PM pollution
25378,2020,Aerosol composition
25378,2020,Sources of pollution
25379,2021,Leaf warbler
25379,2021,Migration strategies
25379,2021,East Asian flyway
25379,2021,Diet
25380,2020,eSports
25380,2020,professional video gaming
25380,2020,mental health
25380,2020,gaming motivations
25380,2020,career planning
25381,2020,Crenosoma vulpis
25381,2020,Vulpes vulpes
25381,2020,Eucoleus aerophilus
25381,2020,Romania
25381,2020,Nematodes
25382,2020,Neotethys
25382,2020,Bak Mts.
25382,2020,pre-orogenic deformation
25382,2020,paleoslope direction
25382,2020,syn-sedimentary deformation
25382,2020,early faults
25382,2020,slump folds
25383,2021,Nature4Cities
25383,2021,Biophysicochemical characteristics
25383,2021,Green roof
25383,2021,Urban allotment gardens
25383,2021,Former gardening areas
25383,2021,Trace element
25383,2021,Soil contamination
25384,2020,Vegetative growth
25384,2020,Invasive growth
25384,2020,Conidiogenesis
25384,2020,Oxidative stress
25384,2020,Cell wall integrity stress
25384,2020,Mycotoxin production
25384,2020,Pigment production
25385,2020,Gastroesophageal reflux disease (GERD)
25385,2020,Treatment
25385,2020,Surgery
25385,2020,RefluxStop (TM)
25385,2020,Dysphagia
25385,2020,pH monitoring
25385,2020,GERD-HRQL
25385,2020,Gas bloating
25386,2020,Pure and mixed Al2O3/ZnO layer
25386,2020,Dispersion optical parameters
25386,2020,Reflectionloss
25386,2020,Nonlinear optical susceptibility
25386,2020,Indirect optical transitions
25387,2020,Electronic cigarettes
25387,2020,cigarette smoking
25387,2020,medical students
25387,2020,cross-sectional studies
25388,2020,Hereditary angioedema
25388,2020,Pediatric patients
25388,2020,Clinical symptoms
25388,2020,Safety
25388,2020,Plasma-derived C1-inhibitor
25388,2020,Inherited risk factors for thromboembolism
25388,2020,Anti-C1-inhibitor antibodies
25389,2020,Al-Cu alloy
25389,2020,cold spray
25389,2020,dislocation density
25389,2020,an X-ray whole profile analysis CMWP
25389,2020,W-H analysis
25390,2020,Astronomy data analysis
25390,2020,Anomalous Cepheid variable stars
25390,2020,Eclipsing binary stars
25390,2020,Delta Scuti variable stars
25390,2020,RR Lyrae variable stars
25390,2020,Periodic variable stars
25390,2020,Type II Cepheid variable stars
25390,2020,Convolutional neural networks
25390,2020,Sky surveys
25390,2020,Classification
25390,2020,Light curve classification
25391,2020,suicide attempts
25391,2020,suicidal ideation
25391,2020,childhood adversities
25391,2020,recent life events
25391,2020,5-HTTLPR
25392,2021,Low carbon steel
25392,2021,Nanostructure
25392,2021,SANS
25392,2021,Rolling with shear
25392,2021,Severe plastic deformation
25393,2020,Pharmacological magnetic resonance imaging
25393,2020,SSRI
25393,2020,Time-series analysis
25393,2020,Middle cingulate gyrus
25393,2020,Personality
25393,2020,Endophenotype
25394,2020,Vitamin D
25394,2020,BMI
25394,2020,Genetics
25394,2020,VDR
25395,2020,hydration
25395,2020,NMR spectroscopy
25395,2020,potential barrier
25395,2020,protein complex
25395,2020,protein-protein interactions
25396,2020,canine EEG
25396,2020,sleep staging
25396,2020,polysomnography reliability
25396,2020,automatic staging
25397,2020,porous gold nanoparticles
25397,2020,dewetting-dealloying
25397,2020,localized surface plasmon resonance
25397,2020,support-free porous noble metal
25398,2020,substance use
25398,2020,alcohol use
25398,2020,smoking
25398,2020,cannabis use
25398,2020,behavioral addictions
25398,2020,epidemiology
25398,2020,co-occurrences
25398,2020,gambling
25398,2020,problematic gaming
25398,2020,eating disorder
25398,2020,exercise addiction
25398,2020,trichotillomania
25398,2020,problematic social networking
25399,2020,policy mapping
25399,2020,policy analysis
25399,2020,cervix cancer
25399,2020,East African countries
25399,2020,HPV vaccination
25400,2020,Reichenbach
25400,2020,Constitutive a priori
25400,2020,Physicalism
25400,2020,Formalism
25400,2020,Meaning
25400,2020,Truth
25400,2020,Holism
25400,2020,intrinsic property
25401,2020,gut dysbiosis
25401,2020,membrane permeability
25401,2020,platelets
25401,2020,serotonin
25402,2020,galaxies: active
25402,2020,galaxies: dwarf
25402,2020,galaxies: individual: SDSS J090613.77+561015.2
25402,2020,galaxies: jets
25402,2020,radio continuum: galaxies
25403,2020,Gravitational wave astronomy
25403,2020,Active galactic nuclei
25404,2020,Subacute stroke
25404,2020,fMRI
25404,2020,Effective connectivity
25404,2020,Motor network
25404,2020,DCM
25404,2020,BMC
25404,2020,Hemodynamic response
25405,2020,Carotid artery
25405,2020,Stenting
25405,2020,In-stent restenosis
25405,2020,Hyperlipidemia
25405,2020,Stent fracture
25406,2020,Heat stress
25406,2020,duck
25406,2020,Vitamin C
25406,2020,Vitamin E
25406,2020,selenium
25406,2020,zinc
25407,2020,Pseudoxanthoma elasticum
25407,2020,Nonlinear optical microscopy
25407,2020,Multiphoton microscopy
25407,2020,Elastin
25407,2020,Calcification
25408,2021,Mixed Lebesgue spaces
25408,2021,Mixed martingale Hardy spaces
25408,2021,Atomic decompositions
25408,2021,Martingale inequalities
25408,2021,Doob's inequality
25408,2021,Weighted maximal inequality
25408,2021,Burkholder-Davis-Gundy inequality
25409,2020,In silico
25409,2020,Escherichia coli
25409,2020,succinic acid
25409,2020,metabolic engineering
25409,2020,glucose
25409,2020,glycerol
25410,2020,iodine
25410,2020,biofortification
25410,2020,irrigation
25410,2020,cabbage
25410,2020,tomato
25411,2020,Human papillomavirus 33
25411,2020,Long control region
25411,2020,Cloning
25411,2020,Toxicity
25412,2020,air terminal devices
25412,2020,ALTAIR
25412,2020,personal ventilation
25413,2020,Galactic center
25413,2020,Intermediate-mass black holes
25414,2020,Thermal maturity
25414,2020,Shale
25414,2020,Mudrock
25414,2020,Interlaboratory study
25414,2020,Standardization
25414,2020,Resource plays
25414,2020,Vitrinite reflectance
25414,2020,Solid bitumen reflectance
25414,2020,Source-rock reservoir
25414,2020,Unconventional petroleum system
25415,2020,Expert opinion
25415,2020,Fixed-ratio combination
25415,2020,Insulin glargine and lixisenatide
25416,2020,polymer synthesis
25416,2020,molecular engineering
25416,2020,xylylene diisocyanate
25416,2020,kinetics
25416,2020,aliphatic alcohols
25417,2020,Wolcott-Rallison syndrome
25417,2020,EIF2AK3 gene
25417,2020,Endoplasmic reticulum stress
25417,2020,PERK protein
25417,2020,Splice site variant
25417,2020,Indel alteration
25418,2021,Bullying
25418,2021,Perpetration
25418,2021,Victimization
25418,2021,Cyberbullying
25418,2021,Latent class analysis
25418,2021,Psychosomatic symptoms
25419,2020,Lifestyle behaviours
25419,2020,Dairy consumption
25419,2020,European
25419,2020,Children
25419,2020,IDEFICS study
25419,2020,Sedentary
25419,2020,Physical activity
25420,2020,AM60 alloy
25420,2020,Equal channel angular pressing
25420,2020,Multi-directional forging
25420,2020,Microstructure
25420,2020,Mechanical properties
25421,2020,spiritual needs
25421,2020,nonterminal cancer patients
25421,2020,interactive bibliotherapy
25421,2020,creative bibliotherapy
25421,2020,group psychotherapy
25422,2020,fake news
25422,2020,partisanship
25422,2020,political orientation
25422,2020,conspiracy mentality
25422,2020,economic sentiment
25423,2020,Electrophysiology
25423,2020,intraoperative
25423,2020,neurosurgery
25423,2020,pediatric
25424,2020,Support Vector Machines (SVM)
25424,2020,Cellular Learning Automata (CLA)
25424,2020,MS lesions Detection
25424,2020,3D Images
25424,2020,MRI Images
25424,2020,Simulated Brain Database (SBD)
25424,2020,SVM Tools
25424,2020,Machine Learning Techniques
25425,2020,Cobalt
25425,2020,Quinizarin
25425,2020,Antiproliferative activity
25425,2020,DNA
25425,2020,Radicals
25426,2020,Huntington disease
25426,2020,Astrocytes
25426,2020,Gene expression
25426,2020,Cingulate cortex
25426,2020,Single-cell RNA-sequencing
25427,2020,Apiaceae
25427,2020,conservation genetics
25427,2020,endemic
25427,2020,Ferula sadleriana
25427,2020,microsatellite
25427,2020,Umbelliferae
25428,2020,Amphipoda
25428,2020,DNA barcoding
25428,2020,alien species
25428,2020,River Maros
25428,2020,Hungary
25429,2020,urban
25429,2020,rural
25429,2020,ecological function
25429,2020,predation
25429,2020,predation paradox
25429,2020,sentinel prey
25429,2020,caterpillar
25429,2020,arthropod
25429,2020,mammal
25429,2020,bird
25430,2020,Triple-negative breast cancer
25430,2020,Basal-like breast cancer
25430,2020,Molecular subtypes
25430,2020,Estrogen-related receptor beta
25431,2020,Software maintainability
25431,2020,Source code readability
25431,2020,Source code comprehension
25431,2020,Debugging
25431,2020,Source code complexity
25431,2020,Complexity metrics
25432,2020,antibacterial
25432,2020,antifungal
25432,2020,cellulose
25432,2020,copper sulfate
25432,2020,disc diffusion test
25432,2020,humate
25433,2020,radioresistance
25433,2020,CD98
25433,2020,EGFR
25433,2020,adaptor CAR
25433,2020,T cell immunotherapy
25434,2020,PM10
25434,2020,trends
25434,2020,Pearson correlation
25434,2020,pollution rose
25434,2020,lifting condensation level
25435,2020,fuzzy c-means
25435,2020,clustering
25435,2020,marketing analytics
25435,2020,mobile application
25435,2020,mobile money
25435,2020,transaction channel
25436,2020,biological dosimetry
25436,2020,flattening filter-free mode
25436,2020,linear accelerator
25436,2020,dicentric chromosome
25437,2020,cognitive skills
25437,2020,desktop display
25437,2020,Gear VR
25437,2020,mental rotation test
25437,2020,mental cutting test
25437,2020,purdue spatial visualization test
25437,2020,spatial ability
25437,2020,virtual environments
25437,2020,virtual reality
25438,2020,Faecal calprotectin
25438,2020,endoscopic healing
25438,2020,ulcerative colitis
25438,2020,histological remission
25439,2020,AQP1 protein
25439,2020,Cutaneous melanoma
25439,2020,Melanoma brain metastases
25439,2020,Metastatic melanoma
25440,2020,Acetonitrile
25440,2020,Low-permittivity solvents
25440,2020,Cyclic voltammetry
25440,2020,Solubility
25441,2020,extended CMT
25441,2020,contextual factors
25441,2020,schematicity hierarchy
25441,2020,mental spaces in CMT
25441,2020,metaphorical meanings
25441,2020,social-pragmatic functions of metaphor
25442,2020,Capillary electrophoresis
25442,2020,IgA
25442,2020,N-glycosylation
25442,2020,Oral mucositis
25442,2020,Serum
25442,2020,Saliva
25443,2020,Multiple myeloma
25443,2020,Young
25443,2020,40 years
25443,2020,Progression-free survival
25443,2020,Overall survival
25444,2020,pre-diabetes
25444,2020,microvascular
25444,2020,macrovascular
25444,2020,retinopathy
25445,2020,Callous-unemotional traits
25445,2020,attentional bias
25445,2020,behavioural problems
25445,2020,emotional problems
25445,2020,high-risk sample
25446,2020,fuzzy number
25446,2020,Likert scale
25446,2020,healthcare
25446,2020,service quality
25446,2020,patient satisfaction
25447,2019,immunotherapy
25447,2019,triple negative breast cancer
25447,2019,chemotherapy treated patients
25447,2019,transcriptomic signature
25447,2019,outcome
25448,2019,Adenosine
25448,2019,Cortex
25448,2019,Field potential
25448,2019,Homeostatic sleep regulation
25448,2019,Slow cortical rhythm
25448,2019,Local sleep
25449,2019,Central and Eastern Europe
25449,2019,pharmaceutical policy
25449,2019,off-patent medicines
25449,2019,patient access
25449,2019,inequity
25450,2020,autophagy
25450,2020,apoptosis
25450,2020,endoplasmic reticulum stress
25450,2020,systems biology
25450,2020,feedback loops
25451,2020,Climate dynamics
25451,2020,Nonautonomous systems
25451,2020,Ensembles
25451,2020,Snapshot attractors
25451,2020,Natural measures
25452,2019,memory
25452,2019,digit span backward
25452,2019,digit span forward
25452,2019,digit span sequencing
25452,2019,reliability
25453,2019,pulmonary artery pressure
25453,2019,early repolarization
25453,2019,exercise ECG
25453,2019,endurance athletes
25453,2019,right ventricular adaptation
25454,2019,bla
25454,2019,(NDM-9)
25454,2019,co-harboring Escherichia coli
25454,2019,mcr-1
25455,2019,Retinal neuron
25455,2019,Melatonin receptor
25455,2019,Pigeon
25455,2019,Circadian rhythm
25456,2020,Mitochondrium
25456,2020,Acetaminophen
25456,2020,Liver injury
25456,2020,BGP-15
25456,2020,Reduced glutathione
25456,2020,Jun-kinase
25457,2019,Huntington's disease (HD)
25457,2019,juvenile HD fibroblast
25457,2019,mitochondria
25457,2019,proteasome
25457,2019,parkin
25457,2019,cell protection
25458,2019,Weight status
25458,2019,Decision-making ability
25458,2019,Cognitive flexibility
25458,2019,Negative urgency
25458,2019,Europe
25459,2019,cinchona
25459,2019,chalcone
25459,2019,1
25459,2019,2
25459,2019,3-triazole
25459,2019,hybrid compounds
25459,2019,cytotoxicity
25459,2019,structure-activity relationships
25459,2019,cell cycle analysis
25460,2020,Relicts
25460,2020,Edaphic steppe vegetation
25460,2020,Soil
25460,2020,Management
25460,2020,Overabundance
25460,2020,Wild boar
25461,2019,Hadron-Hadron scattering (experiments)
25461,2019,Supersymmetry
25462,2019,Pertechnetate ion
25462,2019,Modified bentonite
25462,2019,Redox reaction
25462,2019,Nuclear waste
25462,2019,Sorption
25463,2019,cancer
25463,2019,chronic kidney disease
25463,2019,epidemiology
25463,2019,mortality
25463,2019,survival
25464,2019,Suicide
25464,2019,interpersonal theory of suicide
25464,2019,suicide attempt
25464,2019,suicide prevention
25464,2019,belongingness
25464,2019,belongingness
25464,2019,self-harm
25464,2019,adolescence
25465,2019,ADHD
25465,2019,subtypes
25465,2019,persistence
25465,2019,substance related disorders
25466,2019,High-velocity oxy-fuel
25466,2019,aluminium alloy
25466,2019,TiAlN coating
25466,2019,slurry erosion
25466,2019,scanning electron microscopy
25467,2019,NAT2
25467,2019,GRM7
25467,2019,GRHL2
25467,2019,ARHI
25467,2019,Roma
25467,2019,Hungarian
25468,2019,Arc-chord ratio
25468,2019,In-stent restenosis
25468,2019,3D reconstruction
25468,2019,Bending angles
25469,2020,fructo-oligosaccharides
25469,2020,gelatin
25469,2020,locust bean gum
25469,2020,oscillatory
25469,2020,rotational rheological methods
25469,2020,xanthan gum
25469,2020,xylo-oligosaccharides
25470,2019,barn swallow
25470,2019,Hirundo rustica rustica
25470,2019,sexual selection
25470,2019,tail length
25470,2019,ventral coloration
25471,2019,Cadmium
25471,2019,mitogen-activated protein kinase
25471,2019,salicylic acid
25471,2019,salicylic acid-induced protein kinase
25471,2019,wheat
25472,2019,Central Europe
25472,2019,daily travel-to-work flows
25472,2019,functional regions
25472,2019,regional analysis
25472,2019,regional planning
25472,2019,spatial behaviour
25473,2019,Acanthamoeba keratitis
25473,2019,real-time FRET PCR
25473,2019,sequence analysis
25473,2019,clinical course
25474,2019,aneuploidy
25474,2019,meiosis
25474,2019,oocyte
25474,2019,Oocyte Mosaicism theory
25474,2019,STAG3
25474,2019,trisomy
25475,2019,biofilm
25475,2019,chitin synthase inhibitor
25475,2019,antifungal lock therapy
25475,2019,echinocandin
25475,2019,resistance
25476,2019,clinical research
25476,2019,practice
25476,2019,hepatitis C
25476,2019,infection and infectious agents - viral
25476,2019,kidney (allograft) function
25476,2019,dysfunction
25476,2019,kidney transplantation
25476,2019,nephrology
25477,2019,Age
25477,2019,Carotid artery stenting
25477,2019,Elderly
25477,2019,Octogenarian
25477,2019,Perioperative complications
25477,2019,Risk factors
25478,2019,Ultrapure water
25478,2019,Microbial contamination
25478,2019,Power plant
25478,2019,Ion-exchange resin
25478,2019,DGGE
25478,2019,Biocide treatment
25479,2019,accelerometry
25479,2019,cerebellum
25479,2019,epilepsy
25479,2019,lamotrigine
25479,2019,tremor
25480,2019,Multiple endocrine neoplasia type 1
25480,2019,Neuroendocrine tumors
25480,2019,Gastroenteropancreatic neuroendocrine tumor
25480,2019,Phenocopy
25480,2019,Genotype-phenotype associations
25481,2019,2h Plasma glucose
25481,2019,Cardiovascular disease
25481,2019,Fasting plasma glucose
25481,2019,HbA(1c)
25481,2019,Mortality
25481,2019,Normoglycaemia
25481,2019,Prediabetes
25481,2019,Reversion
25482,2019,Etofenprox
25482,2019,Stress proteins
25482,2019,Survival
25482,2019,Reproduction
25482,2019,Trebon (R)
25483,2019,arc-shape cavity
25483,2019,circular groove
25483,2019,oscillatory flows
25483,2019,concave-wall boundary layer
25483,2019,three-dimensional heat transfer
25484,2019,DNA
25484,2019,radiation damage
25484,2019,global damage
25484,2019,specific damage
25485,2019,atomic data
25485,2019,atomic processes
25485,2019,techniques: spectroscopic
25485,2019,galaxies: clusters: intracluster medium
25486,2019,Limb-girdle muscular dystrophy (LGMD)
25486,2019,Transportin 3 (TNPO3)
25486,2019,Exome sequencing
25487,2019,Chorological Database Halle (CDH)
25487,2019,climatic niche
25487,2019,Dynamic Match Coefficient (DMC)
25487,2019,European Vegetation Archive (EVA)
25487,2019,macro-ecology
25487,2019,multi-scale
25487,2019,realized niche
25487,2019,sampling bias
25487,2019,spatial scale
25487,2019,species range
25487,2019,vascular plant
25487,2019,vegetation plot databases
25488,2019,High platelet reactivity
25488,2019,Low platelet reactivity
25488,2019,Clopidogrel
25488,2019,Prasugrel
25488,2019,Platelet function testing
25488,2019,Acute coronary syndrome
25489,2019,Mitochondrial DNA
25489,2019,Peripheral blood
25489,2019,Cell-Free plasma
25489,2019,Exosome
25489,2019,Atrial fibrillation
25490,2019,relaxin-1
25490,2019,fibrosis
25490,2019,biomarker
25490,2019,HFrEF
25490,2019,heart transplantation
25490,2019,hemodynamics
25491,2019,bean rust
25491,2019,chlorophyll
25491,2019,common bean
25491,2019,lipid peroxidation
25491,2019,superoxide-dismutase
25492,2019,Avian coronavirus
25492,2019,mannose-binding lectin
25492,2019,precursor of follicular dendritic cell
25492,2019,spleen
25492,2019,caecal tonsil
25493,2019,Deinococcus
25493,2019,gamma radiation resistance
25493,2019,radioactive thermal spring
25494,2019,Exosome
25494,2019,Adenoma
25494,2019,Cancer patient-derived organoid
25494,2019,Stroma
25494,2019,Tumor
25494,2019,Collagen
25495,2019,agreement
25495,2019,person
25495,2019,number
25495,2019,agreement attraction
25495,2019,long-distance agreement
25495,2019,relativization
25495,2019,specificational copular sentences
25495,2019,concord
25496,2019,Circulating free DNA
25496,2019,Oncogenes
25496,2019,Cancer
25496,2019,Histology
25496,2019,Mutation
25496,2019,Next generation sequencing
25497,2019,Moral exclusion
25497,2019,motivated social cognition
25497,2019,negative stereotyping
25497,2019,right-wing authoritarianism
25497,2019,social dominance orientation
25498,2019,Breast cancer
25498,2019,Complementary and alternative
25498,2019,CAM disclosure
25498,2019,CAM use
25499,2019,zebrafish
25499,2019,picornavirus
25499,2019,Picornaviridae
25499,2019,metagenomics
25499,2019,Danio rerio
25499,2019,Cyprivirus
25500,2019,Colorectal cancer
25500,2019,Waiting-time
25500,2019,Diagnosis
25500,2019,Treatment
25500,2019,Colorectal screening
25500,2019,Waiting-time paradox
25501,2019,13 new species
25501,2019,16 new records
25501,2019,Agaricomycetes
25501,2019,Dothideomycetes
25501,2019,Glomeromycota
25501,2019,integrative taxonomy
25501,2019,Laboulbeniomycetes
25501,2019,Magnaporthaceae
25501,2019,Pezizomycetes
25501,2019,Pucciniomycetes
25501,2019,Pyronemataceae
25501,2019,Sordariomycetes
25502,2019,Hadron-Hadron scattering (experiments)
25502,2019,Supersymmetry
25502,2019,top squark
25503,2019,NKX2-3
25503,2019,MAdCAM-1
25503,2019,ILC3
25503,2019,isolated lymphoid follicle
25503,2019,cryptopatch
25504,2019,immune system
25504,2019,lifespan
25504,2019,hormonal imprinting
25504,2019,endocrine disruptors
25504,2019,thymus
25504,2019,autoimmunity
25505,2019,Hungarian prostitution
25505,2019,migrant sex work
25505,2019,relationship network
25505,2019,social support
25505,2019,social work methods
25506,2019,Inflammatory bowel diseases
